id	original_sentence	auxiliary_sentence	label_id	label
2075	i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.	price	4	none
2075	i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.	anecdotes	0	positive
2075	i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.	food	4	none
2075	i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.	ambience	4	none
2075	i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.	service	4	none
2076	try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.	price	3	conflict
2076	try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.	anecdotes	4	none
2076	try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.	food	0	positive
2076	try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.	ambience	4	none
2076	try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.	service	4	none
2077	very good breads as well.	price	4	none
2077	very good breads as well.	anecdotes	4	none
2077	very good breads as well.	food	0	positive
2077	very good breads as well.	ambience	4	none
2077	very good breads as well.	service	4	none
2078	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	price	4	none
2078	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	anecdotes	0	positive
2078	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	food	4	none
2078	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	ambience	4	none
2078	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	service	4	none
2079	The staff was accomodating, the food was absolutely delicious and the place is lovely.	price	4	none
2079	The staff was accomodating, the food was absolutely delicious and the place is lovely.	anecdotes	4	none
2079	The staff was accomodating, the food was absolutely delicious and the place is lovely.	food	0	positive
2079	The staff was accomodating, the food was absolutely delicious and the place is lovely.	ambience	0	positive
2079	The staff was accomodating, the food was absolutely delicious and the place is lovely.	service	0	positive
208	The specials are usually quite good too.	price	4	none
208	The specials are usually quite good too.	anecdotes	4	none
208	The specials are usually quite good too.	food	0	positive
208	The specials are usually quite good too.	ambience	4	none
208	The specials are usually quite good too.	service	4	none
2080	We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.	price	4	none
2080	We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.	anecdotes	0	positive
2080	We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.	food	4	none
2080	We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.	ambience	4	none
2080	We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.	service	0	positive
2081	Yes, the prices are high, but I felt it was worth it.	price	3	conflict
2081	Yes, the prices are high, but I felt it was worth it.	anecdotes	4	none
2081	Yes, the prices are high, but I felt it was worth it.	food	4	none
2081	Yes, the prices are high, but I felt it was worth it.	ambience	4	none
2081	Yes, the prices are high, but I felt it was worth it.	service	4	none
2082	We all felt it was worth it.	price	0	positive
2082	We all felt it was worth it.	anecdotes	4	none
2082	We all felt it was worth it.	food	4	none
2082	We all felt it was worth it.	ambience	4	none
2082	We all felt it was worth it.	service	4	none
2083	The dim sum here is only so-so.	price	4	none
2083	The dim sum here is only so-so.	anecdotes	4	none
2083	The dim sum here is only so-so.	food	1	neutral
2083	The dim sum here is only so-so.	ambience	4	none
2083	The dim sum here is only so-so.	service	4	none
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	price	4	none
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	anecdotes	4	none
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	food	2	negative
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	ambience	4	none
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	service	4	none
2085	The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.	price	4	none
2085	The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.	anecdotes	4	none
2085	The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.	food	0	positive
2085	The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.	ambience	4	none
2085	The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.	service	4	none
2086	The meat dishes were only so-so.	price	4	none
2086	The meat dishes were only so-so.	anecdotes	4	none
2086	The meat dishes were only so-so.	food	1	neutral
2086	The meat dishes were only so-so.	ambience	4	none
2086	The meat dishes were only so-so.	service	4	none
2087	Just bring someone who speaks Cantonese because waiter may not understand you.	price	4	none
2087	Just bring someone who speaks Cantonese because waiter may not understand you.	anecdotes	4	none
2087	Just bring someone who speaks Cantonese because waiter may not understand you.	food	4	none
2087	Just bring someone who speaks Cantonese because waiter may not understand you.	ambience	4	none
2087	Just bring someone who speaks Cantonese because waiter may not understand you.	service	2	negative
2088	Decor leaves something to be desired.	price	4	none
2088	Decor leaves something to be desired.	anecdotes	4	none
2088	Decor leaves something to be desired.	food	4	none
2088	Decor leaves something to be desired.	ambience	2	negative
2088	Decor leaves something to be desired.	service	4	none
2089	Excellent dumplings served amid clean, chic decor.	price	4	none
2089	Excellent dumplings served amid clean, chic decor.	anecdotes	4	none
